FEATURE_ID|FEATURE_NAME|FEATURE_CLASS|STATE_ALPHA|STATE_NUMERIC|COUNTY_NAME|COUNTY_NUMERIC|PRIMARY_LAT_DMS|PRIM_LONG_DMS|PRIM_LAT_DEC|PRIM_LONG_DEC|SOURCE_LAT_DMS|SOURCE_LONG_DMS|SOURCE_LAT_DEC|SOURCE_LONG_DEC|ELEV_IN_M|ELEV_IN_FT|MAP_NAME|DATE_CREATED|DATE_EDITED
13714|Whitewater Arroyo|Valley|AZ|04|Apache|001|351707N|1090816W|35.2853025|-109.1378703|352306N|1083627W|35.385026|-108.6075798|1840|6037|Houck|02/08/1980|
14144|Zuni River|Stream|AZ|04|Apache|001|343844N|1094028W|34.6455892|-109.6745534|350638N|1084256W|35.1105881|-108.7156366|1648|5407|Potter Mesa Tank|02/08/1980|
21596|Crystal Creek|Stream|AZ|04|Apache|001|360449N|1090856W|36.0802778|-109.1488889|360504N|1085124W|36.0844536|-108.8567569|2175|7136|White Clay|06/27/1984|11/28/2008
21631|Four Corners|Park|AZ|04|Apache|001|365956N|1090242W|36.9988867|-109.0451034|||||1486|4875|Teec Nos Pos|06/27/1984|11/08/2010
22057|Geronimo Trail|Trail|AZ|04|Cochise|003|312058N|1093032W|31.349547|-109.5089551|||||1263|4144|Douglas|06/27/1984|
23946|Sanostee Wash|Arroyo|NM|35|San Juan|045|362915N|1083420W|36.4875036|-108.5723058|362515N|1090332W|36.4208356|-109.0589859|1589|5213|Newcomb NE|06/27/1984|06/28/2010
23988|King Tutt Mesa (historical)|Summit|AZ|04|Apache|001|363800N|1090302W|36.6333338|-109.050653|||||1757|5764|Horse Mesa|06/27/1984|
25354|Candovas Creek|Stream|AZ|04|Apache|001|340333N|1090258W|34.0592164|-109.0495224|340004N|1090023W|34.0011622|-109.006465|2289|7510|Loco Knoll|02/01/1992|
25375|Bobcat Flat|Flat|AZ|04|Greenlee|011|334303N|1090256W|33.7175538|-109.0489608|||||1943|6375|Maness Peak|02/01/1992|
25413|Tige Canyon|Valley|NM|35|Catron|003|333330N|1085909W|33.5583899|-108.9859021|333148N|1090302W|33.5300566|-109.0506261|1756|5761|Saliz Pass|02/01/1992|
25450|Doubtful Canyon|Valley|AZ|04|Cochise|003|322104N|1090514W|32.3511111|-109.0872222|322121N|1085627W|32.3559134|-108.94089|1678|5505|Doubtful Canyon|02/08/1980|12/13/2010
25452|Little Doubtful Canyon|Valley|NM|35|Hidalgo|023|322046N|1090241W|32.34619|-109.04478|322255N|1090441W|32.3820224|-109.0781139|1452|4764|Doubtful Canyon|02/08/1980|11/03/2010
25454|Powers Canyon|Valley|AZ|04|Cochise|003|321534N|1090547W|32.2595241|-109.0964469|322005N|1090328W|32.3347222|-109.0577778|1222|4009|Doubtful Canyon|02/08/1980|
25468|Conner Draw|Valley|AZ|04|Apache|001|335615N|1090113W|33.9375517|-109.020353|335710N|1090207W|33.9527778|-109.0352778|2582|8471|Escudilla Mountain|10/01/1992|
25663|Antelope Creek|Stream|AZ|04|Greenlee|011|331051N|1090259W|33.1808974|-109.0497884|331046N|1085927W|33.179509|-108.9908978|1619|5312|Harden Cienega|02/08/1980|
25698|Apache Creek|Stream|AZ|04|Greenlee|011|325204N|1091149W|32.867729|-109.197063|325649N|1090256W|32.94681|-109.04875|1070|3510|Sheldon|02/08/1980|06/28/2010
25947|Banjo Canyon|Valley|AZ|04|Greenlee|011|332316N|1090249W|33.3878377|-109.0470131|332157N|1090511W|33.3658934|-109.0864585|1784|5853|Alma Mesa|02/08/1980|
26361|Bitter Creek|Stream|AZ|04|Greenlee|011|325015N|1091101W|32.8375678|-109.183677|325318N|1085720W|32.8884029|-108.9556169|1079|3540|Sheldon|02/08/1980|
26530|Blue River|Stream|AZ|04|Greenlee|011|331233N|1091130W|33.2092294|-109.1917374|334311N|1090242W|33.719776|-109.0450718|1188|3898|Dix Creek|02/08/1980|
26855|Buchanan Canyon|Valley|AZ|04|Greenlee|011|332045N|1085949W|33.3458945|-108.9970109|332027N|1090514W|33.340894|-109.0872915|1727|5666|Glenwood|02/08/1980|
26990|Bullard Canyon|Valley|AZ|04|Greenlee|011|331542N|1090247W|33.2617297|-109.0464557|331919N|1090545W|33.3219444|-109.0958333|1400|4593|Maple Peak|02/08/1980|
27102|Buzzard Canyon|Valley|NM|35|Catron|003|332238N|1085837W|33.3772828|-108.9770109|332042N|1090527W|33.3450606|-109.0909028|1615|5298|Alma|11/13/1980|
27221|Campbell Blue Creek|Stream|AZ|04|Greenlee|011|334311N|1090241W|33.719776|-109.0447941|334835N|1091518W|33.8097742|-109.2550794|1945|6381|Maness Peak|02/08/1980|
27265|Canovas Creek|Stream|AZ|04|Apache|001|340332N|1090258W|34.0589386|-109.0495224|335941N|1090006W|33.9947734|-109.0017426|2289|7510|Loco Knoll|02/08/1980|
27306|Carrizo Wash|Valley|AZ|04|Apache|001|343620N|1092608W|34.6055892|-109.4356594|343700N|1084656W|34.6167093|-108.7822994|1693|5554|Zion Reservoir|02/08/1980|
27675|Citizen Canyon|Valley|AZ|04|Greenlee|011|331419N|1090300W|33.2386745|-109.0500667|331728N|1090032W|33.2911736|-109.008955|1281|4203|Harden Cienega|02/08/1980|
27752|Coal Creek|Stream|AZ|04|Greenlee|011|331145N|1090833W|33.1958965|-109.1425691|330130N|1090238W|33.0250663|-109.0439533|1213|3980|Dix Creek|02/08/1980|
28116|Coyote Creek|Stream|AZ|04|Apache|001|341815N|1092125W|34.304209|-109.3570366|335822N|1090234W|33.972829|-109.0428544|1840|6037|Lyman Lake|06/27/1984|
28441|Devils Den Canyon|Valley|AZ|04|Greenlee|011|332042N|1090158W|33.345061|-109.0328453|332056N|1090445W|33.3488889|-109.0791667|1841|6040|Maple Peak|02/08/1980|
28840|ELC Flat|Flat|AZ|04|Apache|001|335457N|1090314W|33.915885|-109.0539647|||||2542|8340|Escudilla Mountain|02/08/1980|
29744|Harden Cienega Creek|Stream|AZ|04|Greenlee|011|331203N|1090814W|33.2008965|-109.1372913|330706N|1090243W|33.1183983|-109.0453432|1213|3980|Dix Creek|02/08/1980|
30578|Johnson Canyon|Valley|AZ|04|Greenlee|011|333806N|1090541W|33.6350549|-109.094795|334158N|1085807W|33.6994988|-108.9686806|1774|5820|Maness Peak|02/08/1980|
30720|Keller Canyon|Valley|NM|35|Catron|003|332442N|1085530W|33.4117269|-108.9250655|332854N|1090421W|33.4817241|-109.0725707|1493|4898|Alma|02/08/1980|12/13/2010
31223|Long Canyon|Valley|AZ|04|Greenlee|011|332929N|1090424W|33.4914461|-109.0734043|332956N|1090224W|33.4988889|-109.04|1992|6535|Alma Mesa|02/08/1980|
32123|Mud Spring Canyon|Valley|AZ|04|Greenlee|011|332435N|1090050W|33.4097817|-109.0139567|332439N|1090320W|33.4108333|-109.0555556|1632|5354|Alma Mesa|02/08/1980|
32127|Mud Spring Mesa|Summit|AZ|04|Greenlee|011|332509N|1090249W|33.4192258|-109.0470135|||||1871|6138|Alma Mesa|02/08/1980|
32150|Muddy Canyon|Valley|AZ|04|Greenlee|011|333638N|1090406W|33.610611|-109.0684051|333829N|1090229W|33.6414439|-109.04146|1978|6489|Blue|02/08/1980|
32341|Noland Creek|Stream|AZ|04|Greenlee|011|333922N|1090528W|33.6561657|-109.0911839|334133N|1085944W|33.6925544|-108.9956257|1805|5922|Maness Peak|06/27/1984|
32527|One Horn Canyon|Valley|AZ|04|Greenlee|011|331644N|1090218W|33.2789515|-109.0384002|331825N|1090323W|33.3069444|-109.0563889|1561|5121|Maple Peak|02/08/1980|
32612|Pace Creek|Stream|AZ|04|Apache|001|334455N|1090106W|33.7486646|-109.0184047|334829N|1090334W|33.8081083|-109.0595182|2020|6627|Maness Peak|02/08/1980|
33785|Romero Creek|Stream|NM|35|Catron|003|335358N|1090103W|33.8994964|-109.0175744|335633N|1090608W|33.9425|-109.1022222|2481|8140|Escudilla Mountain|08/31/1992|
34011|San Francisco River|Stream|AZ|04|Greenlee|011|325834N|1092219W|32.9761743|-109.3720169|335302N|1091149W|33.8839402|-109.1970237|1006|3300|Guthrie|02/08/1980|
34588|Snare Canyon|Valley|NM|35|Catron|003|332217N|1085907W|33.3714496|-108.9853443|332010N|1090547W|33.3361719|-109.0964584|1625|5331|Glenwood|02/08/1980|12/13/2010
34817|Steeple Canyon|Valley|AZ|04|Greenlee|011|333637N|1090630W|33.610333|-109.1084063|333434N|1090203W|33.5761111|-109.0341667|1753|5751|Blue|02/08/1980|
34867|Stone Creek|Stream|AZ|04|Apache|001|334955N|1090142W|33.831997|-109.0284067|335437N|1090459W|33.9103294|-109.0831321|2264|7428|Luna Lake|02/08/1980|
35887|Wampoo Wash|Stream|AZ|04|Greenlee|011|325352N|1090731W|32.8978453|-109.125343|325443N|1090136W|32.9119444|-109.0266667|1185|3888|York|02/08/1980|
35934|Webster Canyon|Valley|AZ|04|Greenlee|011|331613N|1090220W|33.2703406|-109.0389556|331934N|1090335W|33.3261111|-109.0597222|1474|4836|Maple Peak|02/08/1980|
36295|Winchester Canyon|Valley|AZ|04|Greenlee|011|325716N|1090257W|32.9545118|-109.0492306|325932N|1090022W|32.9922222|-109.0061111|1398|4587|Tillie Hall Peak|02/08/1980|
36430|Yam Canyon|Valley|AZ|04|Greenlee|011|332905N|1090504W|33.4847794|-109.0845157|333022N|1090243W|33.5061681|-109.0453479|1914|6279|Alma Mesa|02/08/1980|
40477|Frisco Canyon|Valley|AZ|04|Greenlee|011|325832N|1092220W|32.9756188|-109.3722948|331510N|1085239W|33.2528418|-108.8775623|1001|3284|Guthrie|06/27/1984|
40491|San Francisco Mountains|Range|NM|35|Catron|003|334155N|1085738W|33.6987333|-108.9605719|||||2721|8927|Bull Basin|06/27/1984|11/03/2010
41148|Navajo Nation Reservation|Civil|AZ|04|Coconino|005|353729N|1111504W|35.6247223|-111.2509781|||||1337|4386|Wupatki SE|11/01/1991|02/09/2011
41535|Blue Range Primitive Area|Park|AZ|04|Greenlee|011|333216N|1091118W|33.5378335|-109.1884084|||||1816|5958|Bear Mountain|12/01/1991|
41541|Saddle Mountain|Summit|NM|35|Catron|003|333657N|1090007W|33.6158889|-109.0020141|||||2527|8291|Blue|12/01/1991|
42838|Gila River|Stream|AZ|04|Yuma|027|324311N|1143319W|32.7197692|-114.5552281|331047N|1081222W|33.1797914|-108.2061597|36|118|Yuma East|02/08/1980|
43100|Peloncillo Mountains|Range|AZ|04|Graham|009|321200N|1090032W|32.2000823|-109.0089464|||||1391|4564|Vanar|02/08/1980|
43433|KHAC-AM (Window Rock)|Tower|NM|35|McKinley|031|353841N|1090115W|35.6447407|-109.0209253|||||2084|6837|Window Rock|08/31/1992|
44988|Coronado National Forest|Forest|AZ|04|Cochise|003|323002N|1104002W|32.50063|-110.6673168|||||1297|4255|Campo Bonito|06/27/1984|04/20/2012
169523|Taos Valley Ditch Number 1|Canal|CO|08|Conejos|021|365950N|1055052W|36.9972392|-105.8477946|||||2346|7697|La Segita Peaks NE|10/13/1978|
169579|Ute Mountain Reservation|Civil|CO|08|Montezuma|083|370614N|1083943W|37.10394|-108.662068|||||1825|5987|Tanner Mesa|10/13/1978|02/09/2011
169585|Southern Ute Reservation|Civil|CO|08|La Plata|067|370627N|1073759W|37.10744|-107.6329515|||||1963|6440|Ignacio|10/13/1978|02/09/2011
169591|Rio Grande National Forest|Forest|CO|08|Rio Grande|105|374326N|1063714W|37.724013|-106.620468|||||2716|8911|South Fork East|10/13/1978|04/20/2012
169594|Tierra Amarilla Grant|Civil|CO|08|Archuleta|007|370500N|1063732W|37.0833431|-106.6255904|||||3555|11663|Chama Peak|10/13/1978|
169596|Sangre de Cristo Grant|Civil|CO|08|Costilla|023|371230N|1052732W|37.2083478|-105.4589013|||||2403|7884|San Luis|08/31/1992|
169597|Beaubien and Miranda Grant|Civil|NM|35|Colfax|007|364124N|1044919W|36.6900325|-104.8219412|||||2224|7296|Dawson|08/31/1992|
179311|Tanner Canyon|Valley|CO|08|Montezuma|083|370058N|1084613W|37.0161055|-108.7703734|365854N|1083755W|36.9816622|-108.6320353|1522|4993|Sentinel Peak SE|10/13/1978|
179327|Salt Canyon|Valley|NM|35|San Juan|045|365827N|1083040W|36.9741633|-108.5111983|370024N|1082309W|37.0066645|-108.3859174|1705|5594|Palmer Mesa|10/13/1978|01/07/2011
179328|North Salt Canyon|Valley|NM|35|San Juan|045|365855N|1083038W|36.981849|-108.510418|370118N|1082551W|37.0216638|-108.4309188|1740|5709|Palmer Mesa|10/13/1978|01/07/2011
179341|Dawson Arroyo|Stream|NM|35|San Juan|045|365910N|1081132W|36.98612|-108.19229|370108N|1081607W|37.0188881|-108.2686917|1811|5942|La Plata|10/13/1978|11/17/2010
179342|Barker Arroyo|Stream|NM|35|San Juan|045|365107N|1081303W|36.852|-108.21741|370418N|1081932W|37.07161|-108.3256|1678|5505|Farmington North|10/13/1978|11/17/2010
179343|Horse Canyon|Valley|NM|35|San Juan|045|365946N|1082107W|36.9961094|-108.3520274|370127N|1082147W|37.0241647|-108.3631389|1900|6234|Purgatory Canyon|10/13/1978|07/11/2012
179349|Little Barker Arroyo|Stream|NM|35|San Juan|045|365646N|1081726W|36.94598|-108.29069|370102N|1081649W|37.0172213|-108.2803586|1805|5922|Purgatory Canyon|10/13/1978|11/17/2010
179352|North Thomas Canyon|Valley|NM|35|San Juan|045|365836N|1081220W|36.976667|-108.2056331|370035N|1081607W|37.0097215|-108.2686917|1817|5961|La Plata|10/13/1978|01/07/2011
179357|Cinder Gulch|Valley|NM|35|San Juan|045|365855N|1080807W|36.9819452|-108.1353522|370357N|1080731W|37.0658337|-108.1253521|1792|5879|La Plata|10/13/1978|01/07/2011
179358|Mefford Wash|Stream|CO|08|La Plata|067|365939N|1081144W|36.9941669|-108.1956329|370050N|1081428W|37.0138885|-108.2411907|1824|5984|La Plata|10/13/1978|
179369|McDermott Arroyo|Stream|CO|08|La Plata|067|375428N|1081029W|37.9077704|-108.1747989|370810N|1085953W|37.1361062|-108.9981624|2700|8858|Beaver Park|10/13/1978|
179373|Godby Wash|Stream|CO|08|La Plata|067|370202N|1070158W|37.0338976|-107.0328157|365902N|1075949W|36.9838908|-107.9970126|2403|7884|Trujillo|10/13/1978|
179374|Clyde Walker Canyon|Valley|CO|08|La Plata|067|370137N|1080128W|37.0269459|-108.024514|365925N|1080053W|36.9902795|-108.0147912|1908|6260|Pinkerton Mesa|10/13/1978|
179375|Coyote Gulch|Valley|CO|08|La Plata|067|370019N|1080605W|37.0052787|-108.1014619|365954N|1080139W|36.9983348|-108.0275695|1829|6001|Pinkerton Mesa|10/13/1978|
184434|Sambrito Creek|Stream|CO|08|Archuleta|007|375802N|1072635W|37.9672187|-107.4431132|370812N|1072755W|37.1366709|-107.4653286|3844|12611|Redcloud Peak|10/13/1978|
184447|Cox Canyon|Valley|NM|35|San Juan|045|365613N|1075356W|36.9369472|-107.8989544|370623N|1075835W|37.1063907|-107.9764573|1780|5840|Cedar Hill|10/13/1978|01/07/2011
184463|Beef Canyon|Valley|NM|35|San Juan|045|365923N|1074257W|36.9897251|-107.715894|370200N|1074655W|37.0333358|-107.7820077|1982|6503|Anastacio Spring|10/13/1978|01/07/2011
184464|Box Canyon|Valley|NM|35|San Juan|045|365706N|1074435W|36.95168|-107.74309|370041N|1074705W|37.0113913|-107.7847855|1954|6411|Anastacio Spring|10/13/1978|01/07/2011
184465|Line Canyon|Valley|CO|08|La Plata|067|365948N|1075149W|36.9966688|-107.8636762|370207N|1074824W|37.0352802|-107.8067305|1809|5935|Mount Nebo|10/13/1978|
184476|Ditch Canyon|Valley|NM|35|San Juan|045|365542N|1075305W|36.9283362|-107.8847874|370038N|1074719W|37.010558|-107.7886745|1780|5840|Cedar Hill|10/13/1978|01/07/2011
184478|Trail Canyon|Valley|NM|35|San Juan|045|365702N|1074210W|36.950475|-107.702708|370448N|1074440W|37.0800029|-107.7445067|1903|6243|Anastacio Spring|10/13/1978|01/07/2011
184503|Cemetery Canyon|Valley|CO|08|La Plata|067|365955N|1073550W|36.9986151|-107.5972773|370044N|1073415W|37.0122264|-107.5708873|1883|6178|Burnt Mesa|10/13/1978|
184504|Benito Canyon|Valley|NM|35|San Juan|045|365721N|1073545W|36.9558376|-107.5958881|370004N|1073335W|37.0011155|-107.5597755|1856|6089|Burnt Mesa|10/13/1978|01/07/2011
184525|Archuleta Mesa|Summit|CO|08|Archuleta|007|370124N|1065748W|37.023343|-106.9633702|||||2809|9216|Edith|10/13/1978|
184526|Seguro Canyon|Valley|NM|35|Rio Arriba|039|365805N|1070218W|36.9680649|-107.0383715|370119N|1070017W|37.0219537|-107.0047594|2033|6670|Wirt Canyon|10/13/1978|01/07/2011
184527|Agua Canyon|Valley|NM|35|Rio Arriba|039|365947N|1070610W|36.9963971|-107.1028171|370149N|1070300W|37.0302863|-107.0500383|1968|6457|Wirt Canyon|10/13/1978|03/01/2010
184550|Navajo River|Stream|CO|08|Archuleta|007|370126N|1070931W|37.0238959|-107.158652|371512N|1063843W|37.25334|-106.6453123|1926|6319|Pagosa Junction|10/13/1978|
184551|Conejo Canyon|Valley|CO|08|Archuleta|007|370112N|1071252W|37.0200062|-107.2144866|365948N|1071112W|36.9966736|-107.186708|1893|6211|Pagosa Junction|10/13/1978|
184552|Frijoles Canyon|Valley|CO|08|Archuleta|007|370015N|1071337W|37.004173|-107.2269868|365850N|1071137W|36.9805625|-107.1936527|1884|6181|Pagosa Junction|10/13/1978|
184553|Encarnacion Canyon|Valley|NM|35|Rio Arriba|039|365817N|1070048W|36.9713986|-107.0133709|370018N|1070039W|37.0050095|-107.0108705|2058|6752|Wirt Canyon|10/13/1978|01/07/2011
190871|Wolf Creek|Stream|NM|35|Rio Arriba|039|365722N|1063240W|36.95603|-106.54457|370244N|1063017W|37.0455655|-106.5047564|2493|8179|Chama|10/13/1978|11/17/2010
190872|Dixie Creek|Stream|CO|08|Conejos|021|370047N|1062527W|37.0130664|-106.4241989|365850N|1062739W|36.9805668|-106.4608663|2975|9760|Cumbres|10/13/1978|
190873|Apache Creek|Stream|CO|08|Conejos|021|370018N|1062332W|37.0050111|-106.3922537|365801N|1062610W|36.9669559|-106.4361434|2909|9544|Cumbres|10/13/1978|
190874|Arkansas Creek|Stream|CO|08|Conejos|021|370028N|1062436W|37.0077888|-106.4100318|365835N|1062634W|36.9764002|-106.4428102|2935|9629|Cumbres|10/13/1978|
190879|Toltec Creek|Stream|NM|35|Rio Arriba|039|365854N|1061726W|36.9816786|-106.2905844|370118N|1061844W|37.02167|-106.31217|2627|8619|Toltec Mesa|10/13/1978|11/17/2010
190893|Bighorn Creek|Stream|CO|08|Conejos|021|370245N|1061034W|37.04584|-106.17623|365929N|1061057W|36.9914014|-106.1825258|2510|8235|Fox Creek|10/13/1978|11/17/2010
190925|Rio San Antonio|Stream|CO|08|Conejos|021|371114N|1055354W|37.1872334|-105.8983542|365056N|1061815W|36.8489024|-106.3041947|2330|7644|Manassa|10/13/1978|
191032|Stove Creek|Stream|CO|08|Archuleta|007|370035N|1064800W|37.0097336|-106.8000362|365922N|1064341W|36.9894564|-106.7280916|2303|7556|Chromo|10/13/1978|
191034|Spring Valley|Valley|CO|08|Archuleta|007|370202N|1065036W|37.0338995|-106.8433697|365942N|1064524W|36.995012|-106.7567028|2220|7283|Chromo|10/13/1978|
191035|Coyote Creek|Stream|NM|35|Rio Arriba|039|365931N|1065524W|36.99205|-106.92322|370740N|1064753W|37.12778|-106.79812|2129|6985|Dulce|08/31/1992|11/17/2010
191053|Nabor Creek|Stream|NM|35|Rio Arriba|039|365732N|1063807W|36.95881|-106.63525|370138N|1063635W|37.027233|-106.6097571|2488|8163|Chromo Mountain|10/13/1978|11/17/2010
191086|Apache Canyon|Valley|CO|08|Conejos|021|365958N|1062404W|36.9994556|-106.4011428|365757N|1062611W|36.9658333|-106.4363889|2953|9688|West Fork Rio Brazos|10/13/1978|
193029|Ventero Creek|Stream|CO|08|Costilla|023|370915N|1052445W|37.15411|-105.41245|365856N|1052903W|36.9822445|-105.4841752|2452|8045|San Luis|10/13/1978|11/17/2010
193031|San Pedro Mesa|Summit|CO|08|Costilla|023|370245N|1052659W|37.0458538|-105.4497314|||||2807|9209|Sanchez Reservoir|10/13/1978|
